uid,from_uid,dropout,embedding_size,epoch,lr,train f1,valid ppl
19756807_36,19756807_35,0.14662692777742975,16,36,0.0033310945599333694,0.94226,1.17
19756815_1,,0.08984786362655858,8,1,0.00266424775666133,0.50000,1.42
19756815_2,19756815_1,0.08984786362655858,8,2,0.00266424775666133,0.50000,1.41
19756815_3,19756815_2,0.08984786362655858,8,3,0.00266424775666133,0.50200,1.41
19756815_4,19756815_3,0.08984786362655858,8,4,0.00266424775666133,0.55906,1.41
19756817_1,,0.2532177050595071,512,1,0.005819310650704044,0.70086,1.24
19756817_2,19756817_1,0.2532177050595071,512,2,0.005819310650704044,0.83103,1.19
19756817_3,19756817_2,0.2532177050595071,512,3,0.005819310650704044,0.87988,1.18
19756817_4,19756817_3,0.2532177050595071,512,4,0.005819310650704044,0.91741,1.22
19756817_5,19756817_4,0.2532177050595071,512,5,0.005819310650704044,0.95146,1.30
19756817_6,19756817_5,0.2532177050595071,512,6,0.005819310650704044,0.97219,1.42
19756817_7,19756817_6,0.2532177050595071,512,7,0.005819310650704044,0.98612,1.60
19756817_8,19756817_7,0.2532177050595071,512,8,0.005819310650704044,0.99228,1.73
19756817_9,19756817_8,0.2532177050595071,512,9,0.005819310650704044,0.99564,1.75
19756817_10,19756817_9,0.2532177050595071,512,10,0.005819310650704044,0.99792,1.82
19756817_11,19756817_10,0.2532177050595071,512,11,0.005819310650704044,0.99836,1.86
19756817_12,19756817_11,0.2532177050595071,512,12,0.005819310650704044,0.99904,1.90
19756817_13,19756817_12,0.2532177050595071,512,13,0.005819310650704044,0.99924,1.93
19756817_14,19756817_13,0.2532177050595071,512,14,0.005819310650704044,0.99940,1.95
19756817_15,19756817_14,0.2532177050595071,512,15,0.005819310650704044,0.99952,1.99
19756817_16,19756817_15,0.2532177050595071,512,16,0.005819310650704044,0.99976,2.00
19756825_1,,0.13537396052062928,128,1,0.003521140148274927,0.56466,1.40
19756825_2,19756825_1,0.13537396052062928,128,2,0.003521140148274927,0.74792,1.22
19756825_3,19756825_2,0.13537396052062928,128,3,0.003521140148274927,0.86712,1.17
19756825_4,19756825_3,0.13537396052062928,128,4,0.003521140148274927,0.90877,1.17
19756825_5,19756825_4,0.13537396052062928,128,5,0.003521140148274927,0.94030,1.19
19756825_6,19756825_5,0.13537396052062928,128,6,0.003521140148274927,0.96347,1.24
19756825_7,19756825_6,0.13537396052062928,128,7,0.003521140148274927,0.97631,1.28
19756825_8,19756825_7,0.13537396052062928,128,8,0.003521140148274927,0.98415,1.32
19756825_9,19756825_8,0.13537396052062928,128,9,0.003521140148274927,0.98868,1.36
19756825_10,19756825_9,0.13537396052062928,128,10,0.003521140148274927,0.99132,1.39
19756825_11,19756825_10,0.13537396052062928,128,11,0.003521140148274927,0.99316,1.42
19756825_12,19756825_11,0.13537396052062928,128,12,0.003521140148274927,0.99472,1.46
19756825_13,19756825_12,0.13537396052062928,128,13,0.003521140148274927,0.99584,1.47
19756825_14,19756825_13,0.13537396052062928,128,14,0.003521140148274927,0.99704,1.49
19756825_15,19756825_14,0.13537396052062928,128,15,0.003521140148274927,0.99724,1.51
19756825_16,19756825_15,0.13537396052062928,128,16,0.003521140148274927,0.99720,1.53
19756825_17,19756825_16,0.13537396052062928,128,17,0.003521140148274927,0.99788,1.54
19756825_18,19756825_17,0.13537396052062928,128,18,0.003521140148274927,0.99820,1.55
19756825_19,19756825_18,0.13537396052062928,128,19,0.003521140148274927,0.99820,1.56
19756825_20,19756825_19,0.13537396052062928,128,20,0.003521140148274927,0.99832,1.57
19756825_21,19756825_20,0.13537396052062928,128,21,0.003521140148274927,0.99876,1.58
19756825_22,19756825_21,0.13537396052062928,128,22,0.003521140148274927,0.99888,1.60
19756825_23,19756825_22,0.13537396052062928,128,23,0.003521140148274927,0.99884,1.60
19756825_24,19756825_23,0.13537396052062928,128,24,0.003521140148274927,0.99896,1.61
19756825_25,19756825_24,0.13537396052062928,128,25,0.003521140148274927,0.99884,1.61
19756825_26,19756825_25,0.13537396052062928,128,26,0.003521140148274927,0.99936,1.63
19756883_1,,0.06959024968907726,128,1,0.038533940455747,0.81382,1.18
19756883_2,19756883_1,0.06959024968907726,128,2,0.038533940455747,0.95515,1.22
19756883_3,19756883_2,0.06959024968907726,128,3,0.038533940455747,0.99200,1.34
19756883_4,19756883_3,0.06959024968907726,128,4,0.038533940455747,0.99872,1.48
19756883_5,19756883_4,0.06959024968907726,128,5,0.038533940455747,0.99976,1.60
19756883_6,19756883_5,0.06959024968907726,128,6,0.038533940455747,0.99996,1.64
19756883_7,19756883_6,0.06959024968907726,128,7,0.038533940455747,0.99996,1.65
19756883_8,19756883_7,0.06959024968907726,128,8,0.038533940455747,1.00000,1.66
19756883_9,19756883_8,0.06959024968907726,128,9,0.038533940455747,1.00000,1.67
19756880_1,,0.11227782924842875,16,1,0.008420148568335986,0.56950,1.32
19756880_2,19756880_1,0.11227782924842875,16,2,0.008420148568335986,0.84071,1.19
19756880_3,19756880_2,0.11227782924842875,16,3,0.008420148568335986,0.90249,1.19
19756880_4,19756880_3,0.11227782924842875,16,4,0.008420148568335986,0.92378,1.20
19756880_5,19756880_4,0.11227782924842875,16,5,0.008420148568335986,0.93542,1.21
19756880_6,19756880_5,0.11227782924842875,16,6,0.008420148568335986,0.94426,1.22
19756880_7,19756880_6,0.11227782924842875,16,7,0.008420148568335986,0.94778,1.23
19756880_8,19756880_7,0.11227782924842875,16,8,0.008420148568335986,0.95315,1.24
19756880_9,19756880_8,0.11227782924842875,16,9,0.008420148568335986,0.95531,1.24
19756880_10,19756880_9,0.11227782924842875,16,10,0.008420148568335986,0.95979,1.25
19756880_11,19756880_10,0.11227782924842875,16,11,0.008420148568335986,0.96111,1.26
19756880_12,19756880_11,0.11227782924842875,16,12,0.008420148568335986,0.96463,1.26
19756880_13,19756880_12,0.11227782924842875,16,13,0.008420148568335986,0.96451,1.26
19756880_14,19756880_13,0.11227782924842875,16,14,0.008420148568335986,0.96711,1.27
19756880_15,19756880_14,0.11227782924842875,16,15,0.008420148568335986,0.96987,1.28
19756880_16,19756880_15,0.11227782924842875,16,16,0.008420148568335986,0.96827,1.28
19756880_17,19756880_16,0.11227782924842875,16,17,0.008420148568335986,0.97143,1.28
19756880_18,19756880_17,0.11227782924842875,16,18,0.008420148568335986,0.97175,1.29
19756880_19,19756880_18,0.11227782924842875,16,19,0.008420148568335986,0.97231,1.30
19756880_20,19756880_19,0.11227782924842875,16,20,0.008420148568335986,0.97279,1.30
19756880_21,19756880_20,0.11227782924842875,16,21,0.008420148568335986,0.97479,1.30
19756902_1,,0.09663576818615374,64,1,0.0003066759620695815,0.50064,1.41
19756902_2,19756902_1,0.09663576818615374,64,2,0.0003066759620695815,0.51492,1.41
19756902_3,19756902_2,0.09663576818615374,64,3,0.0003066759620695815,0.52909,1.41
19756902_4,19756902_3,0.09663576818615374,64,4,0.0003066759620695815,0.54601,1.41
19756902_5,19756902_4,0.09663576818615374,64,5,0.0003066759620695815,0.58711,1.41
19756902_6,19756902_5,0.09663576818615374,64,6,0.0003066759620695815,0.63644,1.41
19756902_7,19756902_6,0.09663576818615374,64,7,0.0003066759620695815,0.66729,1.41
19756902_8,19756902_7,0.09663576818615374,64,8,0.0003066759620695815,0.68550,1.41
19756902_9,19756902_8,0.09663576818615374,64,9,0.0003066759620695815,0.69250,1.41
19756902_10,19756902_9,0.09663576818615374,64,10,0.0003066759620695815,0.70202,1.40
19756902_11,19756902_10,0.09663576818615374,64,11,0.0003066759620695815,0.70687,1.40
19756902_12,19756902_11,0.09663576818615374,64,12,0.0003066759620695815,0.70659,1.40
19756902_13,19756902_12,0.09663576818615374,64,13,0.0003066759620695815,0.71383,1.40
19756902_14,19756902_13,0.09663576818615374,64,14,0.0003066759620695815,0.71539,1.40
19756902_15,19756902_14,0.09663576818615374,64,15,0.0003066759620695815,0.71855,1.40
19756902_16,19756902_15,0.09663576818615374,64,16,0.0003066759620695815,0.72243,1.39
19756902_17,19756902_16,0.09663576818615374,64,17,0.0003066759620695815,0.72287,1.39
19756902_18,19756902_17,0.09663576818615374,64,18,0.0003066759620695815,0.72515,1.39
19756902_19,19756902_18,0.09663576818615374,64,19,0.0003066759620695815,0.73071,1.39
19756902_20,19756902_19,0.09663576818615374,64,20,0.0003066759620695815,0.73259,1.39
19756902_21,19756902_20,0.09663576818615374,64,21,0.0003066759620695815,0.73371,1.39
19756902_22,19756902_21,0.09663576818615374,64,22,0.0003066759620695815,0.73484,1.38
19756902_23,19756902_22,0.09663576818615374,64,23,0.0003066759620695815,0.73932,1.38
19756902_24,19756902_23,0.09663576818615374,64,24,0.0003066759620695815,0.74028,1.38
19756902_25,19756902_24,0.09663576818615374,64,25,0.0003066759620695815,0.74260,1.38
19756902_26,19756902_25,0.09663576818615374,64,26,0.0003066759620695815,0.74564,1.37
19756902_27,19756902_26,0.09663576818615374,64,27,0.0003066759620695815,0.74860,1.37
19756894_1,,0.07256674920657935,16,1,0.0015107215172347865,0.49968,1.41
19756894_2,19756894_1,0.07256674920657935,16,2,0.0015107215172347865,0.52033,1.41
19756894_3,19756894_2,0.07256674920657935,16,3,0.0015107215172347865,0.55446,1.41
19756894_4,19756894_3,0.07256674920657935,16,4,0.0015107215172347865,0.59139,1.41
19756894_5,19756894_4,0.07256674920657935,16,5,0.0015107215172347865,0.63224,1.41
19756894_6,19756894_5,0.07256674920657935,16,6,0.0015107215172347865,0.67822,1.41
19756894_7,19756894_6,0.07256674920657935,16,7,0.0015107215172347865,0.71511,1.40
19756894_8,19756894_7,0.07256674920657935,16,8,0.0015107215172347865,0.74184,1.38
19756894_9,19756894_8,0.07256674920657935,16,9,0.0015107215172347865,0.76392,1.36
19756894_10,19756894_9,0.07256674920657935,16,10,0.0015107215172347865,0.78133,1.32
19756894_11,19756894_10,0.07256674920657935,16,11,0.0015107215172347865,0.79838,1.28
19756875_1,,0.08825861782073266,128,1,0.00021486878076516674,0.49868,1.43
19756875_2,19756875_1,0.08825861782073266,128,2,0.00021486878076516674,0.49224,1.41
19756875_3,19756875_2,0.08825861782073266,128,3,0.00021486878076516674,0.50856,1.41
19756875_4,19756875_3,0.08825861782073266,128,4,0.00021486878076516674,0.55610,1.41
19756875_5,19756875_4,0.08825861782073266,128,5,0.00021486878076516674,0.61228,1.41
19756875_6,19756875_5,0.08825861782073266,128,6,0.00021486878076516674,0.66149,1.41
19756875_7,19756875_6,0.08825861782073266,128,7,0.00021486878076516674,0.69190,1.40
19756875_8,19756875_7,0.08825861782073266,128,8,0.00021486878076516674,0.70735,1.40
19756875_9,19756875_8,0.08825861782073266,128,9,0.00021486878076516674,0.71875,1.39
19756875_10,19756875_9,0.08825861782073266,128,10,0.00021486878076516674,0.72043,1.39
19756875_11,19756875_10,0.08825861782073266,128,11,0.00021486878076516674,0.72563,1.38
19756875_12,19756875_11,0.08825861782073266,128,12,0.00021486878076516674,0.72939,1.38
19756875_13,19756875_12,0.08825861782073266,128,13,0.00021486878076516674,0.73279,1.37
19756875_14,19756875_13,0.08825861782073266,128,14,0.00021486878076516674,0.73448,1.36
19756875_15,19756875_14,0.08825861782073266,128,15,0.00021486878076516674,0.74028,1.34
19756875_16,19756875_15,0.08825861782073266,128,16,0.00021486878076516674,0.74520,1.33
19756906_1,,0.13954421504375564,32,1,0.0004356621757365644,0.50000,1.42
19756906_2,19756906_1,0.13954421504375564,32,2,0.0004356621757365644,0.50000,1.42
19756906_3,19756906_2,0.13954421504375564,32,3,0.0004356621757365644,0.50000,1.41
19756906_4,19756906_3,0.13954421504375564,32,4,0.0004356621757365644,0.50428,1.41
19756906_5,19756906_4,0.13954421504375564,32,5,0.0004356621757365644,0.53333,1.41
19756906_6,19756906_5,0.13954421504375564,32,6,0.0004356621757365644,0.55498,1.41
19756906_7,19756906_6,0.13954421504375564,32,7,0.0004356621757365644,0.57142,1.41
19756906_8,19756906_7,0.13954421504375564,32,8,0.0004356621757365644,0.58215,1.41
19756906_9,19756906_8,0.13954421504375564,32,9,0.0004356621757365644,0.59059,1.41
19756906_10,19756906_9,0.13954421504375564,32,10,0.0004356621757365644,0.60623,1.41
19756906_11,19756906_10,0.13954421504375564,32,11,0.0004356621757365644,0.60972,1.41
19756906_12,19756906_11,0.13954421504375564,32,12,0.0004356621757365644,0.61928,1.41
19756906_13,19756906_12,0.13954421504375564,32,13,0.0004356621757365644,0.62672,1.41
19756906_14,19756906_13,0.13954421504375564,32,14,0.0004356621757365644,0.63428,1.41
19756906_15,19756906_14,0.13954421504375564,32,15,0.0004356621757365644,0.64129,1.41
19756906_16,19756906_15,0.13954421504375564,32,16,0.0004356621757365644,0.64653,1.41
19756906_17,19756906_16,0.13954421504375564,32,17,0.0004356621757365644,0.65125,1.41
19756906_18,19756906_17,0.13954421504375564,32,18,0.0004356621757365644,0.65769,1.41
19756906_19,19756906_18,0.13954421504375564,32,19,0.0004356621757365644,0.66345,1.40
19756906_20,19756906_19,0.13954421504375564,32,20,0.0004356621757365644,0.66853,1.40
19756906_21,19756906_20,0.13954421504375564,32,21,0.0004356621757365644,0.67121,1.40
19756906_22,19756906_21,0.13954421504375564,32,22,0.0004356621757365644,0.67746,1.40
19756906_23,19756906_22,0.13954421504375564,32,23,0.0004356621757365644,0.68142,1.40
19756906_24,19756906_23,0.13954421504375564,32,24,0.0004356621757365644,0.68602,1.40
19756906_25,19756906_24,0.13954421504375564,32,25,0.0004356621757365644,0.68942,1.40
19756906_26,19756906_25,0.13954421504375564,32,26,0.0004356621757365644,0.69278,1.40
19756906_27,19756906_26,0.13954421504375564,32,27,0.0004356621757365644,0.69586,1.40
19756906_28,19756906_27,0.13954421504375564,32,28,0.0004356621757365644,0.69950,1.40
19756906_29,19756906_28,0.13954421504375564,32,29,0.0004356621757365644,0.70258,1.40
19756906_30,19756906_29,0.13954421504375564,32,30,0.0004356621757365644,0.70407,1.39
19756906_31,19756906_30,0.13954421504375564,32,31,0.0004356621757365644,0.70971,1.39
19756906_32,19756906_31,0.13954421504375564,32,32,0.0004356621757365644,0.71027,1.39
19756906_33,19756906_32,0.13954421504375564,32,33,0.0004356621757365644,0.71343,1.39
19756906_34,19756906_33,0.13954421504375564,32,34,0.0004356621757365644,0.71615,1.39
19756906_35,19756906_34,0.13954421504375564,32,35,0.0004356621757365644,0.71619,1.39
19756906_36,19756906_35,0.13954421504375564,32,36,0.0004356621757365644,0.72063,1.39
19756906_37,19756906_36,0.13954421504375564,32,37,0.0004356621757365644,0.72327,1.39
19756906_38,19756906_37,0.13954421504375564,32,38,0.0004356621757365644,0.72475,1.39
19756906_39,19756906_38,0.13954421504375564,32,39,0.0004356621757365644,0.72587,1.38
19756906_40,19756906_39,0.13954421504375564,32,40,0.0004356621757365644,0.72463,1.38
19756910_1,,0.1212012805959326,32,1,0.02552680066978484,0.62264,1.19
19756910_2,19756910_1,0.1212012805959326,32,2,0.02552680066978484,0.88952,1.16
19756910_3,19756910_2,0.1212012805959326,32,3,0.02552680066978484,0.94294,1.19
19756910_4,19756910_3,0.1212012805959326,32,4,0.02552680066978484,0.97571,1.29
19756910_5,19756910_4,0.1212012805959326,32,5,0.02552680066978484,0.99088,1.36
19756910_6,19756910_5,0.1212012805959326,32,6,0.02552680066978484,0.99660,1.43
19756910_7,19756910_6,0.1212012805959326,32,7,0.02552680066978484,0.99796,1.45
19756910_8,19756910_7,0.1212012805959326,32,8,0.02552680066978484,0.99896,1.50
19756910_9,19756910_8,0.1212012805959326,32,9,0.02552680066978484,0.99912,1.54
19756910_10,19756910_9,0.1212012805959326,32,10,0.02552680066978484,0.99936,1.55
19756910_11,19756910_10,0.1212012805959326,32,11,0.02552680066978484,0.99960,1.58
19756910_12,19756910_11,0.1212012805959326,32,12,0.02552680066978484,0.99976,1.58
19756910_13,19756910_12,0.1212012805959326,32,13,0.02552680066978484,0.99984,1.59
19756910_14,19756910_13,0.1212012805959326,32,14,0.02552680066978484,0.99988,1.60
19756903_1,,0.11678535733286707,64,1,0.028650330656735442,0.75476,1.16
19756903_2,19756903_1,0.11678535733286707,64,2,0.028650330656735442,0.92278,1.20
19756903_3,19756903_2,0.11678535733286707,64,3,0.028650330656735442,0.97307,1.31
19756903_4,19756903_3,0.11678535733286707,64,4,0.028650330656735442,0.99408,1.42
19756903_5,19756903_4,0.11678535733286707,64,5,0.028650330656735442,0.99844,1.50
19756903_6,19756903_5,0.11678535733286707,64,6,0.028650330656735442,0.99944,1.54
19756903_7,19756903_6,0.11678535733286707,64,7,0.028650330656735442,0.99972,1.59
19756903_8,19756903_7,0.11678535733286707,64,8,0.028650330656735442,0.99984,1.59
19756903_9,19756903_8,0.11678535733286707,64,9,0.028650330656735442,0.99992,1.61
19756903_10,19756903_9,0.11678535733286707,64,10,0.028650330656735442,0.99992,1.63
19756903_11,19756903_10,0.11678535733286707,64,11,0.028650330656735442,0.99996,1.64
19756903_12,19756903_11,0.11678535733286707,64,12,0.028650330656735442,0.99996,1.65
19756903_13,19756903_12,0.11678535733286707,64,13,0.028650330656735442,1.00000,1.66
19756903_14,19756903_13,0.11678535733286707,64,14,0.028650330656735442,1.00000,1.66
19756903_15,19756903_14,0.11678535733286707,64,15,0.028650330656735442,0.99996,1.68
19756903_16,19756903_15,0.11678535733286707,64,16,0.028650330656735442,1.00000,1.68
19756903_17,19756903_16,0.11678535733286707,64,17,0.028650330656735442,0.99988,1.68
19756903_18,19756903_17,0.11678535733286707,64,18,0.028650330656735442,0.99996,1.68
19756903_19,19756903_18,0.11678535733286707,64,19,0.028650330656735442,0.99996,1.70
19756903_20,19756903_19,0.11678535733286707,64,20,0.028650330656735442,1.00000,1.69
19756903_21,19756903_20,0.11678535733286707,64,21,0.028650330656735442,1.00000,1.70
19756903_22,19756903_21,0.11678535733286707,64,22,0.028650330656735442,1.00000,1.70
19756903_23,19756903_22,0.11678535733286707,64,23,0.028650330656735442,1.00000,1.70
19756903_24,19756903_23,0.11678535733286707,64,24,0.028650330656735442,1.00000,1.70
19756903_25,19756903_24,0.11678535733286707,64,25,0.028650330656735442,1.00000,1.70
19756903_26,19756903_25,0.11678535733286707,64,26,0.028650330656735442,0.99996,1.71
19756903_27,19756903_26,0.11678535733286707,64,27,0.028650330656735442,1.00000,1.70
19756903_28,19756903_27,0.11678535733286707,64,28,0.028650330656735442,1.00000,1.71
19756903_29,19756903_28,0.11678535733286707,64,29,0.028650330656735442,1.00000,1.71
19756903_30,19756903_29,0.11678535733286707,64,30,0.028650330656735442,1.00000,1.71
19756903_31,19756903_30,0.11678535733286707,64,31,0.028650330656735442,1.00000,1.71
19756903_32,19756903_31,0.11678535733286707,64,32,0.028650330656735442,1.00000,1.71
19756903_33,19756903_32,0.11678535733286707,64,33,0.028650330656735442,1.00000,1.72
19756903_34,19756903_33,0.11678535733286707,64,34,0.028650330656735442,1.00000,1.71
19756903_35,19756903_34,0.11678535733286707,64,35,0.028650330656735442,1.00000,1.71
19756903_36,19756903_35,0.11678535733286707,64,36,0.028650330656735442,1.00000,1.71
19757233_1,,0.24376428108211978,128,1,0.0002196642247645454,0.50660,1.41
19757233_2,19757233_1,0.24376428108211978,128,2,0.0002196642247645454,0.51404,1.41
19757233_3,19757233_2,0.24376428108211978,128,3,0.0002196642247645454,0.53497,1.41
19757233_4,19757233_3,0.24376428108211978,128,4,0.0002196642247645454,0.56414,1.41
19757233_5,19757233_4,0.24376428108211978,128,5,0.0002196642247645454,0.59835,1.41
19757233_6,19757233_5,0.24376428108211978,128,6,0.0002196642247645454,0.62556,1.40
19757233_7,19757233_6,0.24376428108211978,128,7,0.0002196642247645454,0.64461,1.40
19757233_8,19757233_7,0.24376428108211978,128,8,0.0002196642247645454,0.65753,1.40
19757233_9,19757233_8,0.24376428108211978,128,9,0.0002196642247645454,0.67177,1.39
19757233_10,19757233_9,0.24376428108211978,128,10,0.0002196642247645454,0.68178,1.39
19757233_11,19757233_10,0.24376428108211978,128,11,0.0002196642247645454,0.69082,1.39
19757233_12,19757233_11,0.24376428108211978,128,12,0.0002196642247645454,0.69670,1.38
19757233_13,19757233_12,0.24376428108211978,128,13,0.0002196642247645454,0.70335,1.38
19757233_14,19757233_13,0.24376428108211978,128,14,0.0002196642247645454,0.71019,1.37
19757233_15,19757233_14,0.24376428108211978,128,15,0.0002196642247645454,0.71255,1.36
19757233_16,19757233_15,0.24376428108211978,128,16,0.0002196642247645454,0.72087,1.36
19757233_17,19757233_16,0.24376428108211978,128,17,0.0002196642247645454,0.72607,1.35
19757233_18,19757233_17,0.24376428108211978,128,18,0.0002196642247645454,0.72491,1.34
19757233_19,19757233_18,0.24376428108211978,128,19,0.0002196642247645454,0.72847,1.33
19757233_20,19757233_19,0.24376428108211978,128,20,0.0002196642247645454,0.73035,1.33
19757233_21,19757233_20,0.24376428108211978,128,21,0.0002196642247645454,0.73588,1.32
19757233_22,19757233_21,0.24376428108211978,128,22,0.0002196642247645454,0.73632,1.32
19757233_23,19757233_22,0.24376428108211978,128,23,0.0002196642247645454,0.74092,1.32
19757233_24,19757233_23,0.24376428108211978,128,24,0.0002196642247645454,0.74148,1.31
19757233_25,19757233_24,0.24376428108211978,128,25,0.0002196642247645454,0.74544,1.31
19757233_26,19757233_25,0.24376428108211978,128,26,0.0002196642247645454,0.74536,1.31
19757233_27,19757233_26,0.24376428108211978,128,27,0.0002196642247645454,0.74660,1.31
19757233_28,19757233_27,0.24376428108211978,128,28,0.0002196642247645454,0.75008,1.31
19757233_29,19757233_28,0.24376428108211978,128,29,0.0002196642247645454,0.75220,1.30
19757233_30,19757233_29,0.24376428108211978,128,30,0.0002196642247645454,0.75468,1.30
19757233_31,19757233_30,0.24376428108211978,128,31,0.0002196642247645454,0.75820,1.30
19757233_32,19757233_31,0.24376428108211978,128,32,0.0002196642247645454,0.76088,1.30
19757233_33,19757233_32,0.24376428108211978,128,33,0.0002196642247645454,0.76296,1.29
19757233_34,19757233_33,0.24376428108211978,128,34,0.0002196642247645454,0.76601,1.29
19757233_35,19757233_34,0.24376428108211978,128,35,0.0002196642247645454,0.76665,1.29
19757233_36,19757233_35,0.24376428108211978,128,36,0.0002196642247645454,0.76781,1.29
19757233_37,19757233_36,0.24376428108211978,128,37,0.0002196642247645454,0.76869,1.29
19757233_38,19757233_37,0.24376428108211978,128,38,0.0002196642247645454,0.77173,1.28
19757233_39,19757233_38,0.24376428108211978,128,39,0.0002196642247645454,0.77193,1.28
19757233_40,19757233_39,0.24376428108211978,128,40,0.0002196642247645454,0.77589,1.28
19757233_41,19757233_40,0.24376428108211978,128,41,0.0002196642247645454,0.77637,1.28
19757233_42,19757233_41,0.24376428108211978,128,42,0.0002196642247645454,0.78193,1.28
19757233_43,19757233_42,0.24376428108211978,128,43,0.0002196642247645454,0.78033,1.28
19757233_44,19757233_43,0.24376428108211978,128,44,0.0002196642247645454,0.78249,1.27
19757233_45,19757233_44,0.24376428108211978,128,45,0.0002196642247645454,0.78289,1.27
19757233_46,19757233_45,0.24376428108211978,128,46,0.0002196642247645454,0.78705,1.27
19757233_47,19757233_46,0.24376428108211978,128,47,0.0002196642247645454,0.78737,1.27
19757235_1,,0.13228783628415092,256,1,0.0007122884553547666,0.56158,1.40
19757235_2,19757235_1,0.13228783628415092,256,2,0.0007122884553547666,0.70266,1.30
19757235_3,19757235_2,0.13228783628415092,256,3,0.0007122884553547666,0.78437,1.24
19757235_4,19757235_3,0.13228783628415092,256,4,0.0007122884553547666,0.83419,1.21
19757235_5,19757235_4,0.13228783628415092,256,5,0.0007122884553547666,0.86120,1.20
19757235_6,19757235_5,0.13228783628415092,256,6,0.0007122884553547666,0.87924,1.19
19757235_7,19757235_6,0.13228783628415092,256,7,0.0007122884553547666,0.88888,1.19
19757235_8,19757235_7,0.13228783628415092,256,8,0.0007122884553547666,0.89917,1.19
19757235_9,19757235_8,0.13228783628415092,256,9,0.0007122884553547666,0.90845,1.19
19757235_10,19757235_9,0.13228783628415092,256,10,0.0007122884553547666,0.91093,1.19
19757235_11,19757235_10,0.13228783628415092,256,11,0.0007122884553547666,0.91645,1.19
19757235_12,19757235_11,0.13228783628415092,256,12,0.0007122884553547666,0.92294,1.19
19757235_13,19757235_12,0.13228783628415092,256,13,0.0007122884553547666,0.92554,1.19
19757235_14,19757235_13,0.13228783628415092,256,14,0.0007122884553547666,0.92802,1.19
19757235_15,19757235_14,0.13228783628415092,256,15,0.0007122884553547666,0.93022,1.20
19757235_16,19757235_15,0.13228783628415092,256,16,0.0007122884553547666,0.93454,1.20
19757235_17,19757235_16,0.13228783628415092,256,17,0.0007122884553547666,0.93750,1.20
19757235_18,19757235_17,0.13228783628415092,256,18,0.0007122884553547666,0.93902,1.20
19757235_19,19757235_18,0.13228783628415092,256,19,0.0007122884553547666,0.94022,1.21
19757235_20,19757235_19,0.13228783628415092,256,20,0.0007122884553547666,0.94170,1.21
19757265_1,,0.1204717973096252,16,1,0.0056056563973434035,0.51853,1.41
19757265_2,19757265_1,0.1204717973096252,16,2,0.0056056563973434035,0.59967,1.39
19757265_3,19757265_2,0.1204717973096252,16,3,0.0056056563973434035,0.78933,1.20
19757265_4,19757265_3,0.1204717973096252,16,4,0.0056056563973434035,0.87704,1.19
19757265_5,19757265_4,0.1204717973096252,16,5,0.0056056563973434035,0.90405,1.18
19757265_6,19757265_5,0.1204717973096252,16,6,0.0056056563973434035,0.91641,1.19
19757265_7,19757265_6,0.1204717973096252,16,7,0.0056056563973434035,0.92734,1.19
19757265_8,19757265_7,0.1204717973096252,16,8,0.0056056563973434035,0.93250,1.19
19757265_9,19757265_8,0.1204717973096252,16,9,0.0056056563973434035,0.93594,1.20
19757265_10,19757265_9,0.1204717973096252,16,10,0.0056056563973434035,0.94014,1.20
19757265_11,19757265_10,0.1204717973096252,16,11,0.0056056563973434035,0.94422,1.20
19757265_12,19757265_11,0.1204717973096252,16,12,0.0056056563973434035,0.94726,1.21
19757265_13,19757265_12,0.1204717973096252,16,13,0.0056056563973434035,0.94922,1.21
19757265_14,19757265_13,0.1204717973096252,16,14,0.0056056563973434035,0.95150,1.21
19757265_15,19757265_14,0.1204717973096252,16,15,0.0056056563973434035,0.95190,1.21
19757265_16,19757265_15,0.1204717973096252,16,16,0.0056056563973434035,0.95659,1.22
19757265_17,19757265_16,0.1204717973096252,16,17,0.0056056563973434035,0.95539,1.22
19757265_18,19757265_17,0.1204717973096252,16,18,0.0056056563973434035,0.95751,1.22
19757265_19,19757265_18,0.1204717973096252,16,19,0.0056056563973434035,0.95823,1.23
19757265_20,19757265_19,0.1204717973096252,16,20,0.0056056563973434035,0.96095,1.23
19757265_21,19757265_20,0.1204717973096252,16,21,0.0056056563973434035,0.95987,1.23
19757265_22,19757265_21,0.1204717973096252,16,22,0.0056056563973434035,0.96227,1.23
19757265_23,19757265_22,0.1204717973096252,16,23,0.0056056563973434035,0.96307,1.24
19757265_24,19757265_23,0.1204717973096252,16,24,0.0056056563973434035,0.96335,1.24
19757265_25,19757265_24,0.1204717973096252,16,25,0.0056056563973434035,0.96395,1.24
19757265_26,19757265_25,0.1204717973096252,16,26,0.0056056563973434035,0.96531,1.25
19757265_27,19757265_26,0.1204717973096252,16,27,0.0056056563973434035,0.96723,1.25
19757265_28,19757265_27,0.1204717973096252,16,28,0.0056056563973434035,0.96763,1.25
19757265_29,19757265_28,0.1204717973096252,16,29,0.0056056563973434035,0.96759,1.25
19757265_30,19757265_29,0.1204717973096252,16,30,0.0056056563973434035,0.96687,1.25
19757265_31,19757265_30,0.1204717973096252,16,31,0.0056056563973434035,0.96779,1.25
19757265_32,19757265_31,0.1204717973096252,16,32,0.0056056563973434035,0.96867,1.26
19757265_33,19757265_32,0.1204717973096252,16,33,0.0056056563973434035,0.96875,1.26
19757292_1,,0.15742826969086227,8,1,0.0065989533089454875,0.50320,1.41
